,SHOT_DIST,SHOT_RESULT
14433,-1.077070443164002,0
14483,-1.5631884001881013,1
14694,-1.541583157653697,1
14658,0.867401384932395,0
14390,-1.60639888525691,0
14860,-1.131083549500013,1
14268,-1.5739910214553035,0
14418,0.8025856573291817,0
14217,1.0942564315436416,0
14096,0.6081384745195423,0
14467,1.0510459464748325,0
14405,-0.5693472436054984,0
14591,0.9538223550700128,1
14838,0.9646249763372148,1
14357,-1.3687412173784614,0
14667,-1.5631884001881013,1
14886,-1.7468329617305387,1
14234,1.126664295345248,0
14970,-1.541583157653697,1
14537,0.6945594446571597,1
14657,-0.6449655924759138,1
14947,0.705362065924362,1
14874,0.6729542021227553,1
14533,-0.05082142277979241,0
14551,0.6729542021227553,1
14152,0.3164677003050824,1
14257,-0.9906494730263843,1
14731,-1.4767674300504836,0
14238,0.06800741115943201,1
14415,0.5001122618475202,1
14953,-1.0662678218967998,1
14556,0.33807294283948713,1
14751,-1.1742940345688218,1
14430,0.8025856573291817,0
14998,-1.6388067490585165,0
14544,0.5757306107179356,1
14634,-1.5955962639897079,1
14428,0.46770439804591357,1
14606,0.7269673084587663,0
14425,-1.70362247666173,1
14302,-1.0446625793623954,1
14199,1.2022826442156636,1
14468,-1.811648689333752,0
14075,-0.8826232603543622,0
14957,0.5649279894507332,1
14417,1.0078354614060239,0
14271,-0.5693472436054984,1
14061,0.867401384932395,0
14895,-1.336333353576855,0
14526,0.7485725509931707,1
14798,1.0510459464748325,1
14495,-1.5631884001881013,1
14663,-1.757635582997741,1
14912,-0.8286101540183511,1
14687,1.0618485677420348,1
14426,-1.6172015065241123,0
14264,-1.2715176259736418,1
15004,-0.6881760775447227,1
14540,-1.552385778920899,1
14464,-1.498372672584888,1
14881,0.38128342790829584,1
14385,0.8241908998635864,0
14901,0.16523100256425172,1
14794,0.8565987636651927,1
14439,-0.7313865626135314,0
14284,0.8565987636651927,1
14337,-0.9150311241559689,1
14333,-0.6773734562775204,1
14341,-1.5199779151192925,1
14867,0.7701777935275754,0
14664,0.705362065924362,1
14962,-0.6341629712087116,0
14809,0.7917830360619798,1
14213,1.2022826442156636,0
14111,-1.5307805363864946,0
14243,0.7377699297259687,0
14470,0.8133882785963841,0
14123,0.5109148831147222,1
14331,0.8025856573291817,0
14367,1.1050590528108435,0
14311,0.2624545939690714,0
14461,0.4785070193131155,1
14214,-1.3579385961112593,1
14552,0.8890066274667994,0
14885,1.0510459464748325,0
14535,-1.487570051317686,1
14116,1.1914800229484612,0
14068,-1.1742940345688218,0
14932,-1.1418861707672152,1
14245,-1.3903464599128659,1
14323,-1.0986756856984063,1
14330,-1.6280041277913144,1
14494,-1.131083549500013,1
14691,-1.8440565531353588,1
14083,0.8025856573291817,1
14662,-0.9582416092247777,0
14183,-0.558544622338296,0
14184,0.2948624577706781,0
14387,-1.757635582997741,1
14235,-1.0878730644312042,0
14347,-1.6820172341273254,0
15011,-1.2175045196376306,0
14129,-0.96904423049198,0
14488,-1.239109762172035,1
14201,0.07881003242663398,0
14561,0.5001122618475202,0
14191,-1.3471359748440572,0
14368,-0.817807532751149,0
14485,0.8998092487340018,0
14620,0.6513489595883509,0
14365,0.7917830360619798,0
14432,0.7377699297259687,1
14559,-0.10483452911580345,0
14660,1.2995062356204834,1
14451,0.8998092487340018,1
14462,0.7485725509931707,0
14395,0.17603362383145407,0
14436,-1.6280041277913144,1
14066,1.0618485677420348,1
14763,-1.4119517024472703,0
14625,0.38128342790829584,0
14695,0.8890066274667994,0
14994,0.8998092487340018,0
15012,0.6297437170539466,0
14300,0.9754275976044171,0
14326,0.6945594446571597,0
14593,-1.4011490811800682,1
14674,0.17603362383145407,0
14913,1.1158616740780458,0
14615,0.10041527496103832,0
14475,-1.541583157653697,1
14690,-0.8286101540183511,1
14516,-1.541583157653697,1
14579,-1.1634914133016196,1
14754,-1.7252277191961343,1
14654,0.8133882785963841,1
14817,-1.8008460680665497,1
14148,-0.07242666531419675,1
14659,0.8025856573291817,1
14986,-1.1202809282328108,0
14806,1.277900993086079,0
14059,0.8241908998635864,0
14192,0.25165197270186945,0
14256,0.7917830360619798,0
14334,-0.15884763545181446,0
14528,0.7809804147947773,0
14282,-0.22366336305502768,1
14492,-1.4011490811800682,1
14392,-1.5847936427225056,1
14421,0.4460991555115092,0
15005,-0.709781320079127,1
14726,0.6189410957867443,0
14459,-0.6665708350103181,1
14202,0.7161646871915643,0
14706,-1.7468329617305387,1
14194,-0.8610180178199579,1
14122,0.8565987636651927,0
14509,-1.768438204264943,1
14151,0.8133882785963841,1
14166,-1.4011490811800682,1
14394,0.8457961423979907,0
14089,0.759375172260373,0
14880,0.9214144912684061,1
14259,1.0618485677420348,1
14226,-0.9906494730263843,0
14661,0.8998092487340018,0
14829,-1.3471359748440572,0
14686,-1.2499123834392372,1
14508,-1.5955962639897079,0
14919,-0.9798468517591821,1
14904,-0.8934258816215646,1
14401,0.5217175043819245,0
14447,0.14362576002984737,1
14859,-1.757635582997741,1
14102,0.7377699297259687,1
14162,0.6081384745195423,1
14600,-0.96904423049198,0
14322,-0.7853996689495425,0
14743,0.5865332319851376,1
14555,-1.3903464599128659,1
14354,0.8890066274667994,0
14241,0.5865332319851376,1
14237,0.8133882785963841,1
14437,0.46770439804591357,0
14925,0.14362576002984737,0
14937,1.0618485677420348,0
14594,0.759375172260373,1
14865,2.196123800798266,0
14730,0.8349935211307884,1
14499,-1.757635582997741,1
14756,0.9646249763372148,0
14632,0.4893096405803179,0
14274,1.0402433252076306,1
14678,-1.0986756856984063,0
14563,0.6837568233899577,1
14943,0.7701777935275754,1
14389,-0.8610180178199579,1
14738,0.8133882785963841,0
14144,0.9430197338028105,1
14753,-1.2607150047064395,0
14696,-0.09403190784860108,0
14092,0.8349935211307884,1
14645,-1.0554652006295977,0
14772,0.9322171125356085,0
14286,-0.8502153965527557,0
14384,-0.1480450141846121,1
14067,0.6945594446571597,0
14619,-1.7360303404633366,1
14807,-0.32088695445984755,0
14525,0.8025856573291817,0
14868,0.132823138762645,1
14472,-1.487570051317686,0
14107,0.11121789622824067,1
14112,0.37048080664109345,0
14351,0.16523100256425172,1
14757,0.7269673084587663,0
14413,0.9430197338028105,0
14744,0.7269673084587663,0
14638,0.03559954735782531,1
14283,0.5649279894507332,1
14884,0.8025856573291817,1
14216,0.5865332319851376,0
14281,-1.7360303404633366,1
14412,-1.7468329617305387,0
14182,0.03559954735782531,0
14728,-1.3903464599128659,1
14297,0.7377699297259687,0
14087,0.867401384932395,1
14062,0.759375172260373,0
14597,-1.3795438386456638,1
14750,-1.498372672584888,1
14873,-1.6172015065241123,1
14196,0.7161646871915643,0
14640,0.705362065924362,0
14802,1.0618485677420348,0
14503,-0.5153341372694873,0
14722,-0.4289131671318696,1
14275,-0.08322928658139911,0
14445,0.867401384932395,1
14665,0.7485725509931707,0
14815,-1.6712146128601233,0
14725,0.24084935143466707,0
14455,-0.9582416092247777,1
14793,-1.1526887920344173,0
14165,-0.41811054586466745,1
14086,-1.7900434467993478,1
14578,-1.0554652006295977,1
14246,1.0078354614060239,1
14254,1.1158616740780458,1
14975,0.38128342790829584,0
14613,1.342716720689292,0
14099,-1.444359566248877,0
14482,0.867401384932395,0
14570,-0.6017551074071049,0
14266,0.2624545939690714,0
14982,0.8998092487340018,0
14474,0.7917830360619798,0
14778,-0.96904423049198,1
14345,0.7917830360619798,0
14987,0.24084935143466707,1
14069,0.6297437170539466,1
14478,0.6405463383211486,0
14955,-0.6341629712087116,0
14699,-1.541583157653697,1
14378,0.8890066274667994,1
14402,0.9322171125356085,1
14716,0.24084935143466707,0
14079,0.6837568233899577,0
14431,0.7377699297259687,1
14959,0.5541253681835313,1
14813,0.7809804147947773,1
14484,1.0942564315436416,1
14823,0.867401384932395,1
14810,-0.9798468517591821,1
14132,0.867401384932395,0
14174,-1.131083549500013,1
14828,0.7701777935275754,0
14352,0.4569017767787112,0
14650,0.2732572152362738,0
14057,1.0834538102764393,1
14601,-1.5847936427225056,1
14773,-1.6604119915929212,1
14567,-1.1634914133016196,1
14400,0.7485725509931707,0
14463,-1.70362247666173,1
14892,0.8349935211307884,1
14858,-1.7360303404633366,1
14101,-1.4767674300504836,1
14115,-0.7529918051479358,0
14902,0.8998092487340018,0
14127,-1.2175045196376306,1
14833,-1.3795438386456638,0
14524,1.2130852654828657,1
14178,0.8025856573291817,0
14324,0.2300467301674651,1
14110,0.25165197270186945,0
14133,-1.0878730644312042,0
14908,0.8025856573291817,0
14173,0.8349935211307884,0
14081,0.6081384745195423,1
14689,-1.3903464599128659,1
14260,-1.3255307323096528,1
14965,0.867401384932395,0
15018,-1.185096655836024,1
14435,0.6189410957867443,0
14090,-0.6557682137431159,1
14343,0.8890066274667994,0
14228,0.9862302188716195,1
14700,-1.228307140904833,0
14923,0.7485725509931707,0
14477,1.0942564315436416,1
14370,0.3596781853738915,1
14359,-1.60639888525691,1
14255,0.3596781853738915,1
14565,-1.2607150047064395,1
14541,0.7809804147947773,0
14203,-1.5739910214553035,0
14906,-1.4659648087832813,0
14372,-1.3471359748440572,1
14599,-1.4767674300504836,1
14877,0.08961265369383634,0
14704,0.8457961423979907,0
14215,0.9862302188716195,0
14247,0.7377699297259687,1
14669,-1.0122547155607888,1
14230,0.8349935211307884,0
14981,0.5325201256491265,1
14276,0.5433227469163289,0
14078,-1.4335569449816747,1
14265,0.8890066274667994,1
14074,0.8890066274667994,0
14287,0.7269673084587663,1
14558,-1.239109762172035,0
14071,-0.20205812052062333,0
14717,-0.6017551074071049,0
14211,0.8998092487340018,1
14671,0.4244939129771045,0
14506,-1.2067018983704283,1
14790,-1.487570051317686,1
14224,-1.7144250979289322,0
14611,1.072651189009237,0
14875,0.8025856573291817,1
14514,-1.6712146128601233,1
14854,0.8782040061995975,1
14752,0.21924410890026275,0
14993,0.8457961423979907,1
14253,-0.7421891838807336,0
14299,0.6297437170539466,1
14261,-1.1094783069656087,0
14574,1.2130852654828657,0
14714,0.8025856573291817,0
14320,0.867401384932395,1
14785,0.8241908998635864,0
14950,0.7377699297259687,0
14135,-1.4551621875160792,0
14652,0.8241908998635864,0
14612,0.12202051749544303,1
14997,0.759375172260373,0
14295,-1.0446625793623954,0
14890,0.5217175043819245,0
14169,0.38128342790829584,0
14944,0.8890066274667994,0
14515,0.8133882785963841,0
14277,-1.185096655836024,1
14438,0.7917830360619798,1
14639,0.9106118700012038,1
14976,-1.228307140904833,0
15000,0.8782040061995975,1
15001,0.7701777935275754,0
14971,-0.1480450141846121,1
14407,-0.5801498648727006,1
14734,-0.5909524861399027,0
14582,-1.7360303404633366,0
14835,-0.4937288947350828,0
14262,-0.9582416092247777,0
14911,1.1374669166124503,1
14416,-1.4011490811800682,0
14607,0.5865332319851376,0
14596,1.0510459464748325,1
14131,-1.4335569449816747,1
14703,0.9214144912684061,0
14520,-0.22366336305502768,0
14527,0.7701777935275754,1
14608,-0.15884763545181446,1
